Year,Sex,Cohort,State,Drivers,,,,,
2015,Male,22,Montana,6008,,,,,
2015,Male,22,Nebraska,11754,,,,,
2015,Male,22,Nevada,14087,,,,,
2015,Male,22,New Hampshire,8763,,,,,
2015,Male,22,New Jersey,52175,,,,,
2015,Male,22,New Mexico,11838,,,,,
2015,Male,22,New York,78452,,,,,
2015,Male,22,North Carolina,58635,,,,,
2015,Male,22,North Dakota,5592,,,,,
2015,Male,22,Ohio,62615,,,,,
2015,Male,22,Oklahoma,23033,,,,,
2015,Male,22,Oregon,20158,,,,,
2015,Male,22,Pennsylvania,70181,,,,,
2015,Male,22,Rhode Island,5992,,,,,
2015,Male,22,South Carolina,28811,,,,,
2015,Male,22,South Dakota,5478,,,,,
2015,Male,22,Tennessee,35480,,,,,
2015,Male,22,Texas,147213,,,,,
2015,Male,22,Utah,19556,,,,,
2015,Male,22,Vermont,3837,,,,,
2015,Male,22,Virginia,44322,,,,,
2015,Male,22,Washington,44957,,,,,
2015,Male,22,West Virginia,7150,,,,,
2015,Male,22,Wisconsin,33647,,,,,
2015,Male,22,Wyoming,3482,,,,,
2015,Male,23,Alabama,34123,,,,,
2015,Male,23,Alaska,4711,,,,,
2015,Male,23,Arizona,40646,,,,,
2015,Male,23,Arkansas,17492,,,,,
2015,Male,23,California,252276,,,,,
2015,Male,23,Colorado,34288,,,,,
2015,Male,23,Connecticut,21465,,,,,
2015,Male,23,Delaware,6177,,,,,
2015,Male,23,District of Columbia,1809,,,,,
2015,Male,23,Florida,107742,,,,,
2015,Male,23,Georgia,56140,,,,,
2015,Male,23,Hawaii,6827,,,,,
2015,Male,23,Idaho,10353,,,,,
2015,Male,23,Illinois,72333,,,,,
2015,Male,23,Indiana,40042,,,,,
2015,Male,23,Iowa,18888,,,,,
2015,Male,23,Kansas,18083,,,,,
2015,Male,23,Kentucky,25754,,,,,
2015,Male,23,Louisiana,26637,,,,,
2015,Male,23,Maine,7370,,,,,
2015,Male,23,Maryland,33054,,,,,
2015,Male,23,Massachusetts,43356,,,,,
2015,Male,23,Michigan,63513,,,,,
2015,Male,23,Minnesota,22685,,,,,
2015,Male,23,Mississippi,16208,,,,,
2015,Male,23,Missouri,35274,,,,,
2015,Male,23,Montana,6280,,,,,
2015,Male,23,Nebraska,12739,,,,,
2015,Male,23,Nevada,15095,,,,,
2015,Male,23,New Hampshire,9241,,,,,
2015,Male,23,New Jersey,53591,,,,,
2015,Male,23,New Mexico,12305,,,,,
2015,Male,23,New York,85101,,,,,
2015,Male,23,North Carolina,62678,,,,,
2015,Male,23,North Dakota,5974,,,,,
2015,Male,23,Ohio,64557,,,,,
2015,Male,23,Oklahoma,23440,,,,,
2015,Male,23,Oregon,21525,,,,,
2015,Male,23,Pennsylvania,73541,,,,,
2015,Male,23,Rhode Island,6049,,,,,
2015,Male,23,South Carolina,29765,,,,,
2015,Male,23,South Dakota,5791,,,,,
2015,Male,23,Tennessee,36673,,,,,
2015,Male,23,Texas,151157,,,,,
2015,Male,23,Utah,20387,,,,,
2015,Male,23,Vermont,4220,,,,,
2015,Male,23,Virginia,45998,,,,,
2015,Male,23,Washington,47938,,,,,
2015,Male,23,West Virginia,6911,,,,,
2015,Male,23,Wisconsin,35382,,,,,
2015,Male,23,Wyoming,3702,,,,,
2015,Male,24,Alabama,34756,,,,,
2015,Male,24,Alaska,5317,,,,,
2015,Male,24,Arizona,42442,,,,,
2015,Male,24,Arkansas,18642,,,,,
2015,Male,24,California,260636,,,,,
2015,Male,24,Colorado,36634,,,,,
2015,Male,24,Connecticut,20668,,,,,
2015,Male,24,Delaware,6637,,,,,
2015,Male,24,District of Columbia,2554,,,,,
2015,Male,24,Florida,111319,,,,,
2015,Male,24,Georgia,58484,,,,,
2015,Male,24,Hawaii,7449,,,,,
2015,Male,24,Idaho,10610,,,,,
2015,Male,24,Illinois,74104,,,,,
2015,Male,24,Indiana,41234,,,,,
2015,Male,24,Iowa,18982,,,,,
2015,Male,24,Kansas,18318,,,,,
2015,Male,24,Kentucky,26771,,,,,
2015,Male,24,Louisiana,27010,,,,,
2015,Male,24,Maine,7679,,,,,
2015,Male,24,Maryland,35459,,,,,
2015,Male,24,Massachusetts,45864,,,,,
2015,Male,24,Michigan,65540,,,,,
2015,Male,24,Minnesota,21766,,,,,
2015,Male,24,Mississippi,16368,,,,,
2015,Male,24,Missouri,35308,,,,,
2015,Male,24,Montana,6675,,,,,
2015,Male,24,Nebraska,13596,,,,,
2015,Male,24,Nevada,15346,,,,,
2015,Male,24,New Hampshire,10032,,,,,
2015,Male,24,New Jersey,56016,,,,,
2015,Male,24,New Mexico,13172,,,,,
2015,Male,24,New York,91564,,,,,
2015,Male,24,North Carolina,67051,,,,,
2015,Male,24,North Dakota,6225,,,,,
2015,Male,24,Ohio,65736,,,,,
2015,Male,24,Oklahoma,23170,,,,,
2015,Male,24,Oregon,21482,,,,,
2015,Male,24,Pennsylvania,73629,,,,,
2015,Male,24,Rhode Island,6343,,,,,
2015,Male,24,South Carolina,31470,,,,,
2015,Male,24,South Dakota,6085,,,,,
2015,Male,24,Tennessee,38298,,,,,
2015,Male,24,Texas,144724,,,,,
2015,Male,24,Utah,20918,,,,,
2015,Male,24,Vermont,4454,,,,,
2015,Male,24,Virginia,48261,,,,,
2015,Male,24,Washington,50780,,,,,
2015,Male,24,West Virginia,6173,,,,,
2015,Male,24,Wisconsin,36598,,,,,
2015,Male,24,Wyoming,3822,,,,,
2015,Male,25-29,Alabama,167876,,,,,
2015,Male,25-29,Alaska,28147,,,,,
2015,Male,25-29,Arizona,219123,,,,,
2015,Male,25-29,Arkansas,90097,,,,,
2015,Male,25-29,California,1301430,,,,,
2015,Male,25-29,Colorado,197264,,,,,
2015,Male,25-29,Connecticut,111069,,,,,
2015,Male,25-29,Delaware,32203,,,,,
2015,Male,25-29,District of Columbia,26206,,,,,
2015,Male,25-29,Florida,572969,,,,,
2015,Male,25-29,Georgia,286385,,,,,
2015,Male,25-29,Hawaii,36554,,,,,
2015,Male,25-29,Idaho,48939,,,,,
2015,Male,25-29,Illinois,369945,,,,,
2015,Male,25-29,Indiana,195072,,,,,
2015,Male,25-29,Iowa,94302,,,,,
2015,Male,25-29,Kansas,89140,,,,,
2015,Male,25-29,Kentucky,125167,,,,,
2015,Male,25-29,Louisiana,141289,,,,,
2015,Male,25-29,Maine,39830,,,,,
2015,Male,25-29,Maryland,197078,,,,,
2015,Male,25-29,Massachusetts,237806,,,,,
2015,Male,25-29,Michigan,297326,,,,,
2015,Male,25-29,Minnesota,126879,,,,,
2015,Male,25-29,Mississippi,75657,,,,,
2015,Male,25-29,Missouri,180316,,,,,
2015,Male,25-29,Montana,34961,,,,,
2015,Male,25-29,Nebraska,66365,,,,,
2015,Male,25-29,Nevada,80541,,,,,
2015,Male,25-29,New Hampshire,45699,,,,,
2015,Male,25-29,New Jersey,256675,,,,,
2015,Male,25-29,New Mexico,67543,,,,,
2015,Male,25-29,New York,490269,,,,,
2015,Male,25-29,North Carolina,321629,,,,,
2015,Male,25-29,North Dakota,31026,,,,,
2015,Male,25-29,Ohio,309047,,,,,
2015,Male,25-29,Oklahoma,112805,,,,,
2015,Male,25-29,Oregon,116579,,,,,
2015,Male,25-29,Pennsylvania,372377,,,,,
2015,Male,25-29,Rhode Island,32224,,,,,
2015,Male,25-29,South Carolina,154123,,,,,
2015,Male,25-29,South Dakota,30450,,,,,
2015,Male,25-29,Tennessee,184217,,,,,
2015,Male,25-29,Texas,729274,,,,,
2015,Male,25-29,Utah,101890,,,,,
2015,Male,25-29,Vermont,23618,,,,,
2015,Male,25-29,Virginia,245394,,,,,
2015,Male,25-29,Washington,269587,,,,,
2015,Male,25-29,West Virginia,38355,,,,,
2015,Male,25-29,Wisconsin,177727,,,,,
2015,Male,25-29,Wyoming,19466,,,,,
2015,Male,30-34,Alabama,152108,,,,,
2015,Male,30-34,Alaska,28046,,,,,
2015,Male,30-34,Arizona,232652,,,,,
2015,Male,30-34,Arkansas,86810,,,,,
2015,Male,30-34,California,1274730,,,,,
2015,Male,30-34,Colorado,200088,,,,,
2015,Male,30-34,Connecticut,103998,,,,,
2015,Male,30-34,Delaware,30873,,,,,
2015,Male,30-34,District of Columbia,38948,,,,,
2015,Male,30-34,Florida,550092,,,,,
2015,Male,30-34,Georgia,279436,,,,,
2015,Male,30-34,Hawaii,42161,,,,,
2015,Male,30-34,Idaho,49873,,,,,
2015,Male,30-34,Illinois,371855,,,,,
2015,Male,30-34,Indiana,186571,,,,,
2015,Male,30-34,Iowa,92865,,,,,
2015,Male,30-34,Kansas,86614,,,,,
2015,Male,30-34,Kentucky,126716,,,,,
2015,Male,30-34,Louisiana,151092,,,,,
2015,Male,30-34,Maine,37661,,,,,
2015,Male,30-34,Maryland,204137,,,,,
2015,Male,30-34,Massachusetts,223186,,,,,
2015,Male,30-34,Michigan,272157,,,,,
2015,Male,30-34,Minnesota,135825,,,,,
2015,Male,30-34,Mississippi,73152,,,,,
2015,Male,30-34,Missouri,177996,,,,,
2015,Male,30-34,Montana,33778,,,,,
2015,Male,30-34,Nebraska,65126,,,,,
2015,Male,30-34,Nevada,85044,,,,,
2015,Male,30-34,New Hampshire,41754,,,,,
2015,Male,30-34,New Jersey,245102,,,,,
2015,Male,30-34,New Mexico,71976,,,,,
2015,Male,30-34,New York,491545,,,,,
2015,Male,30-34,North Carolina,307044,,,,,
2015,Male,30-34,North Dakota,27887,,,,,
2015,Male,30-34,Ohio,304494,,,,,
2015,Male,30-34,Oklahoma,112757,,,,,
2015,Male,30-34,Oregon,124429,,,,,
2015,Male,30-34,Pennsylvania,358066,,,,,
2015,Male,30-34,Rhode Island,30600,,,,,
2015,Male,30-34,South Carolina,146627,,,,,
2015,Male,30-34,South Dakota,29792,,,,,
2015,Male,30-34,Tennessee,179112,,,,,
2015,Male,30-34,Texas,715837,,,,,
2015,Male,30-34,Utah,103316,,,,,
2015,Male,30-34,Vermont,23790,,,,,
2015,Male,30-34,Virginia,247459,,,,,
2015,Male,30-34,Washington,291222,,,,,
2015,Male,30-34,West Virginia,37805,,,,,
2015,Male,30-34,Wisconsin,179840,,,,,
2015,Male,30-34,Wyoming,19777,,,,,
2015,Male,35-39,Alabama,144667,,,,,
2015,Male,35-39,Alaska,23968,,,,,
2015,Male,35-39,Arizona,229840,,,,,
2015,Male,35-39,Arkansas,85350,,,,,
2015,Male,35-39,California,1152768,,,,,
2015,Male,35-39,Colorado,184334,,,,,
2015,Male,35-39,Connecticut,98387,,,,,
2015,Male,35-39,Delaware,27329,,,,,
2015,Male,35-39,District of Columbia,33047,,,,,
2015,Male,35-39,Florida,527335,,,,,
2015,Male,35-39,Georgia,275364,,,,,
2015,Male,35-39,Hawaii,40266,,,,,
2015,Male,35-39,Idaho,48281,,,,,
2015,Male,35-39,Illinois,360091,,,,,
2015,Male,35-39,Indiana,180460,,,,,
2015,Male,35-39,Iowa,86646,,,,,
2015,Male,35-39,Kansas,80579,,,,,
2015,Male,35-39,Kentucky,127059,,,,,
2015,Male,35-39,Louisiana,140907,,,,,
2015,Male,35-39,Maine,36161,,,,,
2015,Male,35-39,Maryland,186641,,,,,
2015,Male,35-39,Massachusetts,199076,,,,,
2015,Male,35-39,Michigan,259887,,,,,
2015,Male,35-39,Minnesota,133334,,,,,
2015,Male,35-39,Mississippi,73536,,,,,
2015,Male,35-39,Missouri,164424,,,,,
2015,Male,35-39,Montana,31428,,,,,
2015,Male,35-39,Nebraska,58793,,,,,
2015,Male,35-39,Nevada,83429,,,,,
2015,Male,35-39,New Hampshire,37716,,,,,
2015,Male,35-39,New Jersey,241701,,,,,
2015,Male,35-39,New Mexico,66714,,,,,
2015,Male,35-39,New York,468285,,,,,
2015,Male,35-39,North Carolina,290212,,,,,
2015,Male,35-39,North Dakota,23045,,,,,
2015,Male,35-39,Ohio,295305,,,,,
2015,Male,35-39,Oklahoma,102148,,,,,
2015,Male,35-39,Oregon,119503,,,,,
2015,Male,35-39,Pennsylvania,333882,,,,,
2015,Male,35-39,Rhode Island,27860,,,,,
2015,Male,35-39,South Carolina,136828,,,,,
2015,Male,35-39,South Dakota,26955,,,,,
2015,Male,35-39,Tennessee,175237,,,,,
2015,Male,35-39,Texas,678095,,,,,
2015,Male,35-39,Utah,101452,,,,,
2015,Male,35-39,Vermont,21264,,,,,
2015,Male,35-39,Virginia,234569,,,,,
2015,Male,35-39,Washington,269617,,,,,
2015,Male,35-39,West Virginia,41667,,,,,
2015,Male,35-39,Wisconsin,165023,,,,,
2015,Male,35-39,Wyoming,17877,,,,,
2015,Male,40-44,Alabama,147850,,,,,
2015,Male,40-44,Alaska,20694,,,,,
2015,Male,40-44,Arizona,235856,,,,,
2015,Male,40-44,Arkansas,83618,,,,,
2015,Male,40-44,California,1126731,,,,,
2015,Male,40-44,Colorado,176928,,,,,
2015,Male,40-44,Connecticut,97910,,,,,
2015,Male,40-44,Delaware,27362,,,,,
2015,Male,40-44,District of Columbia,22848,,,,,
2015,Male,40-44,Florida,556878,,,,,
2015,Male,40-44,Georgia,301856,,,,,
2015,Male,40-44,Hawaii,40161,,,,,
2015,Male,40-44,Idaho,45405,,,,,
2015,Male,40-44,Illinois,347668,,,,,
2015,Male,40-44,Indiana,185348,,,,,
2015,Male,40-44,Iowa,82364,,,,,
2015,Male,40-44,Kansas,75113,,,,,
2015,Male,40-44,Kentucky,131076,,,,,
2015,Male,40-44,Louisiana,133037,,,,,
2015,Male,40-44,Maine,37425,,,,,
2015,Male,40-44,Maryland,180783,,,,,
2015,Male,40-44,Massachusetts,196679,,,,,
2015,Male,40-44,Michigan,264521,,,,,
2015,Male,40-44,Minnesota,126088,,,,,
2015,Male,40-44,Mississippi,75313,,,,,
2015,Male,40-44,Missouri,159890,,,,,
2015,Male,40-44,Montana,28882,,,,,
2015,Male,40-44,Nebraska,53150,,,,,
2015,Male,40-44,Nevada,84993,,,,,
2015,Male,40-44,New Hampshire,42204,,,,,
2015,Male,40-44,New Jersey,255082,,,,,
2015,Male,40-44,New Mexico,61760,,,,,
2015,Male,40-44,New York,475381,,,,,
2015,Male,40-44,North Carolina,311197,,,,,
2015,Male,40-44,North Dakota,20714,,,,,
2015,Male,40-44,Ohio,309568,,,,,
2015,Male,40-44,Oklahoma,100008,,,,,
2015,Male,40-44,Oregon,111637,,,,,
2015,Male,40-44,Pennsylvania,347273,,,,,
2015,Male,40-44,Rhode Island,27480,,,,,
2015,Male,40-44,South Carolina,142751,,,,,
2015,Male,40-44,South Dakota,23412,,,,,
2015,Male,40-44,Tennessee,184497,,,,,
2015,Male,40-44,Texas,690623,,,,,
2015,Male,40-44,Utah,83324,,,,,
2015,Male,40-44,Vermont,20688,,,,,
2015,Male,40-44,Virginia,242761,,,,,
2015,Male,40-44,Washington,253866,,,,,
2015,Male,40-44,West Virginia,45047,,,,,
2015,Male,40-44,Wisconsin,164673,,,,,
2015,Male,40-44,Wyoming,16122,,,,,
2015,Male,45-49,Alabama,153761,,,,,
2015,Male,45-49,Alaska,21067,,,,,
2015,Male,45-49,Arizona,230728,,,,,
2015,Male,45-49,Arkansas,85499,,,,,
2015,Male,45-49,California,1181420,,,,,
2015,Male,45-49,Colorado,179726,,,,,
2015,Male,45-49,Connecticut,116766,,,,,
2015,Male,45-49,Delaware,29660,,,,,
2015,Male,45-49,District of Columbia,19945,,,,,
2015,Male,45-49,Florida,610676,,,,,
2015,Male,45-49,Georgia,312969,,,,,
2015,Male,45-49,Hawaii,41567,,,,,
2015,Male,45-49,Idaho,45106,,,,,
2015,Male,45-49,Illinois,362969,,,,,
2015,Male,45-49,Indiana,189249,,,,,
2015,Male,45-49,Iowa,87622,,,,,
2015,Male,45-49,Kansas,77062,,,,,
2015,Male,45-49,Kentucky,133626,,,,,
2015,Male,45-49,Louisiana,135941,,,,,
2015,Male,45-49,Maine,42990,,,,,
2015,Male,45-49,Maryland,191575,,,,,
2015,Male,45-49,Massachusetts,220658,,,,,
2015,Male,45-49,Michigan,295720,,,,,
2015,Male,45-49,Minnesota,142986,,,,,
2015,Male,45-49,Mississippi,78311,,,,,
2015,Male,45-49,Missouri,166474,,,,,
2015,Male,45-49,Montana,29004,,,,,
2015,Male,45-49,Nebraska,53995,,,,,
2015,Male,45-49,Nevada,87000,,,,,
2015,Male,45-49,New Hampshire,48748,,,,,
2015,Male,45-49,New Jersey,280462,,,,,
2015,Male,45-49,New Mexico,59768,,,,,
2015,Male,45-49,New York,519846,,,,,
2015,Male,45-49,North Carolina,318641,,,,,
2015,Male,45-49,North Dakota,20972,,,,,
2015,Male,45-49,Ohio,333095,,,,,
2015,Male,45-49,Oklahoma,99926,,,,,
2015,Male,45-49,Oregon,115079,,,,,
2015,Male,45-49,Pennsylvania,386763,,,,,
2015,Male,45-49,Rhode Island,31986,,,,,
2015,Male,45-49,South Carolina,145211,,,,,
2015,Male,45-49,South Dakota,23914,,,,,
2015,Male,45-49,Tennessee,193284,,,,,
2015,Male,45-49,Texas,694789,,,,,
2015,Male,45-49,Utah,72139,,,,,
2015,Male,45-49,Vermont,22365,,,,,
2015,Male,45-49,Virginia,256462,,,,,
2015,Male,45-49,Washington,248322,,,,,
2015,Male,45-49,West Virginia,47928,,,,,
2015,Male,45-49,Wisconsin,180082,,,,,
2015,Male,45-49,Wyoming,16014,,,,,
2015,Male,50-54,Alabama,164609,,,,,
2015,Male,50-54,Alaska,22663,,,,,
2015,Male,50-54,Arizona,234280,,,,,
2015,Male,50-54,Arkansas,93682,,,,,
2015,Male,50-54,California,1229548,,,,,
2015,Male,50-54,Colorado,183522,,,,,
2015,Male,50-54,Connecticut,128566,,,,,
2015,Male,50-54,Delaware,32893,,,,,
2015,Male,50-54,District of Columbia,17275,,,,,
2015,Male,50-54,Florida,667050,,,,,
2015,Male,50-54,Georgia,321792,,,,,
2015,Male,50-54,Hawaii,44772,,,,,
2015,Male,50-54,Idaho,48467,,,,,
2015,Male,50-54,Illinois,382740,,,,,
2015,Male,50-54,Indiana,207459,,,,,
2015,Male,50-54,Iowa,98729,,,,,
2015,Male,50-54,Kansas,86103,,,,,
2015,Male,50-54,Kentucky,145460,,,,,
2015,Male,50-54,Louisiana,147948,,,,,
2015,Male,50-54,Maine,49573,,,,,
2015,Male,50-54,Maryland,205710,,,,,
2015,Male,50-54,Massachusetts,239629,,,,,
2015,Male,50-54,Michigan,320906,,,,,
2015,Male,50-54,Minnesota,162358,,,,,
2015,Male,50-54,Mississippi,86304,,,,,
2015,Male,50-54,Missouri,190751,,,,,
2015,Male,50-54,Montana,34317,,,,,
2015,Male,50-54,Nebraska,60075,,,,,
2015,Male,50-54,Nevada,87650,,,,,
2015,Male,50-54,New Hampshire,55972,,,,,
2015,Male,50-54,New Jersey,306175,,,,,
2015,Male,50-54,New Mexico,67173,,,,,
2015,Male,50-54,New York,563269,,,,,
2015,Male,50-54,North Carolina,327556,,,,,
2015,Male,50-54,North Dakota,24617,,,,,
2015,Male,50-54,Ohio,366706,,,,,
2015,Male,50-54,Oklahoma,113816,,,,,
2015,Male,50-54,Oregon,116208,,,,,
2015,Male,50-54,Pennsylvania,429801,,,,,
2015,Male,50-54,Rhode Island,35883,,,,,
2015,Male,50-54,South Carolina,155821,,,,,
2015,Male,50-54,South Dakota,27695,,,,,
2015,Male,50-54,Tennessee,204149,,,,,
2015,Male,50-54,Texas,728467,,,,,
2015,Male,50-54,Utah,79846,,,,,
2015,Male,50-54,Vermont,25391,,,,,
2015,Male,50-54,Virginia,278297,,,,,
2015,Male,50-54,Washington,253732,,,,,
2015,Male,50-54,West Virginia,50817,,,,,
2015,Male,50-54,Wisconsin,205814,,,,,
2015,Male,50-54,Wyoming,17688,,,,,
2015,Male,55-59,Alabama,163605,,,,,
2015,Male,55-59,Alaska,23756,,,,,
2015,Male,55-59,Arizona,221332,,,,,
2015,Male,55-59,Arkansas,91818,,,,,
2015,Male,55-59,California,1153045,,,,,
2015,Male,55-59,Colorado,186640,,,,,
2015,Male,55-59,Connecticut,126425,,,,,
2015,Male,55-59,Delaware,31428,,,,,
2015,Male,55-59,District of Columbia,15232,,,,,
2015,Male,55-59,Florida,634633,,,,,
2015,Male,55-59,Georgia,294207,,,,,
2015,Male,55-59,Hawaii,44720,,,,,
2015,Male,55-59,Idaho,49462,,,,,
2015,Male,55-59,Illinois,382471,,,,,
2015,Male,55-59,Indiana,204659,,,,,
2015,Male,55-59,Iowa,101328,,,,,
2015,Male,55-59,Kansas,89677,,,,,
2015,Male,55-59,Kentucky,141798,,,,,
2015,Male,55-59,Louisiana,147644,,,,,
2015,Male,55-59,Maine,51376,,,,,
2015,Male,55-59,Maryland,190054,,,,,
2015,Male,55-59,Massachusetts,228855,,,,,
2015,Male,55-59,Michigan,328499,,,,,
2015,Male,55-59,Minnesota,168063,,,,,
2015,Male,55-59,Mississippi,87255,,,,,
2015,Male,55-59,Missouri,191713,,,,,
2015,Male,55-59,Montana,37713,,,,,
2015,Male,55-59,Nebraska,61826,,,,,
2015,Male,55-59,Nevada,81801,,,,,
2015,Male,55-59,New Hampshire,54824,,,,,
2015,Male,55-59,New Jersey,288937,,,,,
2015,Male,55-59,New Mexico,67114,,,,,
2015,Male,55-59,New York,537613,,,,,
2015,Male,55-59,North Carolina,307451,,,,,
2015,Male,55-59,North Dakota,25072,,,,,
2015,Male,55-59,Ohio,375751,,,,,
2015,Male,55-59,Oklahoma,114216,,,,,
2015,Male,55-59,Oregon,122259,,,,,
2015,Male,55-59,Pennsylvania,437096,,,,,
2015,Male,55-59,Rhode Island,35992,,,,,
2015,Male,55-59,South Carolina,149721,,,,,
2015,Male,55-59,South Dakota,29515,,,,,
2015,Male,55-59,Tennessee,198109,,,,,
2015,Male,55-59,Texas,702809,,,,,
2015,Male,55-59,Utah,69523,,,,,
2015,Male,55-59,Vermont,26239,,,,,
2015,Male,55-59,Virginia,260913,,,,,
2015,Male,55-59,Washington,247271,,,,,
2015,Male,55-59,West Virginia,55628,,,,,
2015,Male,55-59,Wisconsin,201233,,,,,
2015,Male,55-59,Wyoming,20480,,,,,
2015,Male,60-64,Alabama,147423,,,,,
2015,Male,60-64,Alaska,20584,,,,,
2015,Male,60-64,Arizona,196780,,,,,
2015,Male,60-64,Arkansas,83265,,,,,
2015,Male,60-64,California,969582,,,,,
2015,Male,60-64,Colorado,163925,,,,,
2015,Male,60-64,Connecticut,106199,,,,,
2015,Male,60-64,Delaware,27682,,,,,
2015,Male,60-64,District of Columbia,12858,,,,,
2015,Male,60-64,Florida,564955,,,,,
2015,Male,60-64,Georgia,250930,,,,,
2015,Male,60-64,Hawaii,42734,,,,,
2015,Male,60-64,Idaho,46426,,,,,
2015,Male,60-64,Illinois,333287,,,,,
2015,Male,60-64,Indiana,178646,,,,,
2015,Male,60-64,Iowa,92891,,,,,
2015,Male,60-64,Kansas,81615,,,,,
2015,Male,60-64,Kentucky,126076,,,,,
2015,Male,60-64,Louisiana,129259,,,,,
2015,Male,60-64,Maine,47584,,,,,
2015,Male,60-64,Maryland,157755,,,,,
2015,Male,60-64,Massachusetts,196080,,,,,
2015,Male,60-64,Michigan,294930,,,,,
2015,Male,60-64,Minnesota,148824,,,,,
2015,Male,60-64,Mississippi,78672,,,,,
2015,Male,60-64,Missouri,166510,,,,,
2015,Male,60-64,Montana,36936,,,,,
2015,Male,60-64,Nebraska,55502,,,,,
2015,Male,60-64,Nevada,73540,,,,,
2015,Male,60-64,New Hampshire,45867,,,,,
2015,Male,60-64,New Jersey,239841,,,,,
2015,Male,60-64,New Mexico,62491,,,,,
2015,Male,60-64,New York,461806,,,,,
2015,Male,60-64,North Carolina,259242,,,,,
2015,Male,60-64,North Dakota,21905,,,,,
2015,Male,60-64,Ohio,333215,,,,,
2015,Male,60-64,Oklahoma,100609,,,,,
2015,Male,60-64,Oregon,122603,,,,,
2015,Male,60-64,Pennsylvania,387848,,,,,
2015,Male,60-64,Rhode Island,31826,,,,,
2015,Male,60-64,South Carolina,139291,,,,,
2015,Male,60-64,South Dakota,28111,,,,,
2015,Male,60-64,Tennessee,180257,,,,,
2015,Male,60-64,Texas,594569,,,,,
2015,Male,60-64,Utah,60569,,,,,
2015,Male,60-64,Vermont,24201,,,,,
2015,Male,60-64,Virginia,222504,,,,,
2015,Male,60-64,Washington,221037,,,,,
2015,Male,60-64,West Virginia,56836,,,,,
2015,Male,60-64,Wisconsin,175642,,,,,
2015,Male,60-64,Wyoming,19605,,,,,
2015,Male,65-69,Alabama,129907,,,,,
2015,Male,65-69,Alaska,14320,,,,,
2015,Male,65-69,Arizona,153025,,,,,
2015,Male,65-69,Arkansas,75433,,,,,
2015,Male,65-69,California,773645,,,,,
2015,Male,65-69,Colorado,132875,,,,,
2015,Male,65-69,Connecticut,84995,,,,,
2015,Male,65-69,Delaware,25679,,,,,
2015,Male,65-69,District of Columbia,11074,,,,,
2015,Male,65-69,Florida,532324,,,,,
2015,Male,65-69,Georgia,211315,,,,,
2015,Male,65-69,Hawaii,37493,,,,,
2015,Male,65-69,Idaho,39988,,,,,
2015,Male,65-69,Illinois,271534,,,,,
2015,Male,65-69,Indiana,143261,,,,,
2015,Male,65-69,Iowa,73504,,,,,
2015,Male,65-69,Kansas,66594,,,,,
2015,Male,65-69,Kentucky,105925,,,,,
2015,Male,65-69,Louisiana,105819,,,,,
2015,Male,65-69,Maine,42173,,,,,
2015,Male,65-69,Maryland,126908,,,,,
2015,Male,65-69,Massachusetts,164088,,,,,
2015,Male,65-69,Michigan,244586,,,,,
2015,Male,65-69,Minnesota,119812,,,,,
2015,Male,65-69,Mississippi,68392,,,,,
2015,Male,65-69,Missouri,139451,,,,,
2015,Male,65-69,Montana,31863,,,,,
2015,Male,65-69,Nebraska,45228,,,,,
2015,Male,65-69,Nevada,67525,,,,,
2015,Male,65-69,New Hampshire,37850,,,,,
2015,Male,65-69,New Jersey,194692,,,,,
2015,Male,65-69,New Mexico,55278,,,,,
2015,Male,65-69,New York,390536,,,,,
2015,Male,65-69,North Carolina,230757,,,,,
2015,Male,65-69,North Dakota,15886,,,,,
2015,Male,65-69,Ohio,272386,,,,,
2015,Male,65-69,Oklahoma,84243,,,,,
2015,Male,65-69,Oregon,110252,,,,,
2015,Male,65-69,Pennsylvania,316752,,,,,
2015,Male,65-69,Rhode Island,26748,,,,,
2015,Male,65-69,South Carolina,131449,,,,,
2015,Male,65-69,South Dakota,24361,,,,,
2015,Male,65-69,Tennessee,161609,,,,,
2015,Male,65-69,Texas,480616,,,,,
2015,Male,65-69,Utah,48312,,,,,
2015,Male,65-69,Vermont,20386,,,,,
2015,Male,65-69,Virginia,187307,,,,,
2015,Male,65-69,Washington,183155,,,,,
2015,Male,65-69,West Virginia,53244,,,,,
2015,Male,65-69,Wisconsin,137289,,,,,
2015,Male,65-69,Wyoming,15700,,,,,
2015,Male,70-74,Alabama,93750,,,,,
2015,Male,70-74,Alaska,8419,,,,,
2015,Male,70-74,Arizona,112348,,,,,
2015,Male,70-74,Arkansas,55800,,,,,
2015,Male,70-74,California,497571,,,,,
2015,Male,70-74,Colorado,80378,,,,,
2015,Male,70-74,Connecticut,59394,,,,,
2015,Male,70-74,Delaware,19196,,,,,
2015,Male,70-74,District of Columbia,7492,,,,,
2015,Male,70-74,Florida,408628,,,,,
2015,Male,70-74,Georgia,143353,,,,,
2015,Male,70-74,Hawaii,25417,,,,,
2015,Male,70-74,Idaho,28358,,,,,
2015,Male,70-74,Illinois,184124,,,,,
2015,Male,70-74,Indiana,98025,,,,,
2015,Male,70-74,Iowa,50175,,,,,
2015,Male,70-74,Kansas,42855,,,,,
2015,Male,70-74,Kentucky,71831,,,,,
2015,Male,70-74,Louisiana,72067,,,,,
2015,Male,70-74,Maine,27963,,,,,
2015,Male,70-74,Maryland,86013,,,,,
